,AUC_Hubert_spk_spk,AUC_Hubert_spk_ph,AUC_Hubert_ph_spk,AUC_Hubert_ph_ph,AUC_Wav2Vec2_spk_spk,AUC_Wav2Vec2_spk_ph,AUC_Wav2Vec2_ph_spk,AUC_Wav2Vec2_ph_ph,AUC_WavLM_spk_spk,AUC_WavLM_spk_ph,AUC_WavLM_ph_spk,AUC_WavLM_ph_ph,AUC_Data2Vec_spk_spk,AUC_Data2Vec_spk_ph,AUC_Data2Vec_ph_spk,AUC_Data2Vec_ph_ph,AUC_Wav2Vec2Rand_spk_spk,AUC_Wav2Vec2Rand_spk_ph,AUC_Wav2Vec2Rand_ph_spk,AUC_Wav2Vec2Rand_ph_ph,Hubert_spkAcc,Hubert_phAcc,Hubert_ABXWithin_orig,Hubert_ABXAcross_orig,Hubert_ABXWithin_coll,Hubert_ABXAcross_coll,Wav2Vec2_spkAcc,Wav2Vec2_phAcc,Wav2Vec2_ABXWithin_orig,Wav2Vec2_ABXAcross_orig,Wav2Vec2_ABXWithin_coll,Wav2Vec2_ABXAcross_coll,WavLM_spkAcc,WavLM_phAcc,WavLM_ABXWithin_orig,WavLM_ABXAcross_orig,Data2Vec_spkAcc,Data2Vec_phAcc,Data2Vec_ABXWithin_orig,Data2Vec_ABXAcross_orig,Wav2Vec2Rand_spkAcc,Wav2Vec2Rand_phAcc,Wav2Vec2Rand_ABXWithin_orig,Wav2Vec2Rand_ABXAcross_orig
0,0.4517774558359859,0.852666623258253,0.908150679928231,0.4187178048155625,0.4537920732671057,0.8941412646530932,0.9239450643346344,0.4395953979987467,0.4489980420692929,0.8708048871839843,0.9290968459667576,0.4099692721916473,0.4570077219341746,0.904920127632747,0.9266535541172622,0.4472905193473196,0.3577239064050478,0.379719055012277,0.644173215368942,0.1518064379643179,0.9164092776,0.6333054552999999,0.0764329806,0.1374743134,0.08341001719,0.1340417713,0.884889122586202,0.674901046669538,0.0718290954828262,0.111486390233039,0.078512355685234,0.113127179443836,0.9485960219933092,0.6124652214236039,0.08382444084,0.1447392702,0.97195563247,0.7490166772,0.06202882528,0.08802675456,0.1930583618,0.3002384817,0.3946178257,0.4326387644
1,0.4534200327484832,0.933713387903967,0.9637372614687272,0.4321166270900574,0.4641178634096271,0.9054306545595772,0.94201358395422,0.4445538275904252,0.453577952099143,0.9142488547976082,0.957766829306218,0.4251825918417602,0.4779736439980057,0.9250286632001282,0.956196614516784,0.4581476325955175,0.3648766422519806,0.4169586015974989,0.6748717730143424,0.1515944096814809,0.98215527807,0.6829953463,0.06668266654,0.1015084088,0.06520089507,0.1006729975,0.97066385678,0.7055310357,0.06560692191,0.09428881109,0.06716049463,0.0960303396,0.993969643271,0.6557169355,0.06569061428,0.1062911153,0.93078442251,0.7763758239,0.05270438641,0.06881316006,0.2708091815,0.300269534,0.3944064677,0.4328234196
2,0.4625545617529735,0.9136192617668952,0.9528004908756584,0.4379826777237093,0.4703223673407449,0.8937867660205253,0.9352888991300116,0.4515260444278918,0.4626219922643553,0.8690033247393008,0.9369282995077058,0.4326129692702528,0.4751044469944877,0.869139269113346,0.9146427868850264,0.462773859857394,0.3667371703304465,0.4520125354111473,0.7000222986336739,0.1480287070148737,0.99266958697,0.7044773277,0.06082583964,0.08969490975,0.06135801226,0.08864422888,0.9606588056,0.7486647511,0.05669685453,0.07804498821,0.05795702338,0.07915062457,0.98911513365,0.7031379385000001,0.05665300041,0.08283211291,0.7263050247,0.7886518333,0.04907656088,0.05995331332,0.3263576066,0.2993628068,0.396753788,0.4327721596
3,0.4679517984115984,0.8916012129576143,0.9387805384939194,0.4455893109908548,0.4739791532740237,0.8965931407126535,0.9356816285769556,0.4577589366025995,0.4643989293615681,0.8643139552651362,0.923380366346214,0.4429521499959696,0.4685356233697877,0.8761617781722573,0.8957304080092794,0.4668619711026207,0.3673156591016066,0.4822889553692218,0.719161955991074,0.1443760177184768,0.97098473055,0.7326914478,0.05685878173,0.07924123853,0.05706955492,0.0781037733,0.94861672353,0.7756243583,0.05053506792,0.06700283289,0.05184054747,0.06781940162,0.96639520056,0.7473295021999999,0.0459898524,0.06586640328,0.5512404359,0.8222338611,0.04556273669,0.05357419699,0.3731016694,0.2974520551999999,0.399558723,0.4351845682
4,0.4684739274920338,0.8870266616264785,0.9304507508178465,0.4517114650694567,0.4739358413868352,0.907038259364728,0.933838079910104,0.4636493276663675,0.4688376584029382,0.865859197795516,0.9191315751911912,0.4507044875870799,0.4604535736910389,0.9017151302533672,0.9033335835829376,0.4692045839766777,0.3731013107467489,0.5127210764205902,0.7439881154148548,0.1442063115398793,0.95017968931,0.7594730218,0.05317520723,0.07141915709,0.0539527759,0.07236102968,0.91012222185,0.8138104071,0.04283445328,0.05311453715,0.04260997102,0.05273165181,0.92959615448,0.7910573515,0.04022695497,0.05263219774,0.3809537611,0.8417554072,0.04129147157,0.04523093626,0.4132502235999999,0.2983235897999999,0.4014674723,0.4345526695
5,0.4673612930927713,0.8989119921067178,0.9271936044888736,0.4600740364182308,0.4724917255821522,0.9213716402646108,0.9363171300813318,0.4675044951451825,0.470944583971171,0.8793840484208485,0.9218711623725148,0.4564324613060663,0.4574660398069876,0.920844826482438,0.9229873078885712,0.4693016809151662,0.3820424909257846,0.5552587969419169,0.7783278022392822,0.1480887171738159,0.8783702097,0.8042276671999999,0.04380495846,0.05680241436,0.04416596144,0.05677803606,0.7456506078,0.8417491967999999,0.03545697406,0.04269237444,0.03542399779,0.04250412434,0.91181974761,0.8109287536,0.03585242853,0.04548057541,0.3769542247999999,0.8455831208,0.04418705404,0.04571742564,0.4503763538999999,0.2972243383999999,0.3998481333,0.4340496957
6,0.4669487149475719,0.9104472377954096,0.9256839832789888,0.4655465949524134,0.4716401141133838,0.9336561286634196,0.9477008659621886,0.4669884259133302,0.4693527803088513,0.9033980780197244,0.9247075306597552,0.4633531310126391,0.4485405421401318,0.9373684822225072,0.9387107228565964,0.466968280893055,0.3867274537966269,0.5892323672510554,0.8025717076014043,0.1490681534529962,0.8077738399000001,0.8301584081,0.03947188333,0.04884496331,0.04009819,0.04872245342,0.6781615382,0.8508268193,0.03637541458,0.04187518731,0.03667156398,0.0417871736,0.7684823292,0.8346154483,0.03266646713,0.03931812197,0.3857937796,0.8438400517,0.05148099735,0.05623854697,0.4792881156999999,0.2951252029,0.402402401,0.4370580018
7,0.4664593682634058,0.9270586485860176,0.9336433352016448,0.46890700756052,0.4687688560974095,0.9455390345643764,0.9567369734866292,0.4647661369004542,0.4667580025534667,0.9166810385219016,0.9232266035557318,0.4673759410902372,0.4483050004082506,0.9458557697044332,0.9426689894582496,0.4669829198795192,0.3884213839756608,0.6260840846905359,0.8240017382163999,0.1496409170777517,0.7171363155,0.8464443046,0.03618462384,0.04285564274,0.03621472418,0.04283726588,0.647529479,0.854913302,0.04644011334,0.05084348097,0.04648945481,0.05041604117,0.6708808089,0.8484730549,0.03316893801,0.03873182461,0.3430099202,0.8477919744,0.05823854357,0.06490629911,0.5109304097,0.2946635587,0.4015688598,0.434507668
8,0.4646045906066426,0.932425141254006,0.9380054628625856,0.4685290438344819,0.4652811930387506,0.9420595353734798,0.9500495652076212,0.4640290315940756,0.4640088043240943,0.9177355201644156,0.9215142530964816,0.4667849540038243,0.4443757945539021,0.951834066628561,0.9421179671294786,0.4665457050444508,0.3936974914826985,0.6460480905035896,0.8402446478642779,0.1507857538725463,0.6784472194,0.8529859892,0.03863652423,0.04538144916,0.04014683142,0.04547472671,0.566590623,0.856277533,0.05145351589,0.05795898288,0.0522660464,0.05862045661,0.5769144777999999,0.8517583883,0.03454551101,0.04085692018,0.3280344308,0.8528721308,0.06166815013,0.06912340969,0.5361490179,0.2935891491,0.4036723375,0.4348029494
9,0.4629802382968204,0.9348194013089094,0.940620250063398,0.4665183809343838,0.4541338693188256,0.9322708643300168,0.9261073485286572,0.4660918689688029,0.4627241656725773,0.9359464707923592,0.9377780966725848,0.4670442953297354,0.4384839614493084,0.9461718748626352,0.9201078378195872,0.4665074024332926,0.3958364830969275,0.6654849396304311,0.8509333689010126,0.151603089835341,0.7081456394000001,0.8550809844,0.03949439153,0.04701693729,0.04136943445,0.04828214645,0.5141225862000001,0.859935494,0.04687844589,0.05244945362,0.04666752741,0.05184764788,0.617561939,0.8548822497,0.03996087611,0.0468544811,0.3605358385,0.8548367063,0.06212484837,0.06890466809,0.5658246663,0.2928004207,0.4015717506,0.4358183742
10,0.4563663449147117,0.9434686771340152,0.9434597174796484,0.4688117418614541,0.4196041395221985,0.9285318930794514,0.8907268966678897,0.4638747885723639,0.4613752209437416,0.9426807061493636,0.9416754013240618,0.4681151819508108,0.4219710970805629,0.9454609527845942,0.9065904412780464,0.4669840646285683,0.3957545473113792,0.6697289111174419,0.8518159372366259,0.1476108235921132,0.7626631281,0.8625066245,0.03471379727,0.04150700197,0.0352688767,0.04102693126,0.3751842436,0.8492079593,0.0549697578,0.06371511519,0.05091974884,0.05796804652,0.6560315988000001,0.8616682124,0.03826215491,0.04400106147,0.3433225132999999,0.847233033,0.06325359643,0.07464165241,0.5902504058,0.2912560863,0.4022323191,0.4352541566
11,0.457901405496664,0.9507569144767352,0.9472940935926342,0.4710491472322771,0.3851226870666085,0.9259048431657356,0.8322242524698726,0.4628312621445284,0.4550017625098245,0.9016093725573544,0.904287366733947,0.4640891845363734,0.3552116261486501,0.9336869846539616,0.8364260914513914,0.4657745589217607,0.4013488276722406,0.6974124131199266,0.8702124897683353,0.1536591145662436,0.7803215362,0.8654746816,0.03063130379,0.03699376062,0.02945891023,0.03523737937,0.1068426849,0.7263257262,0.08856942505,0.1096670181,0.07858712971,0.09424107522,0.6060932894,0.8692180617,0.0383069925,0.0460790582,0.2733182074,0.8224781392,0.07469475269,0.08744841069,0.6125500977,0.2901692556999999,0.4032239616,0.4360683858
12,0.4498332031040854,0.916780851094218,0.9102945176944536,0.4673378532432537,0.3521222071042765,0.8313942481877644,0.6518744257156353,0.4539890291617554,0.45584767444671,0.8811450943294163,0.8645388345482606,0.4694875075730806,0.3741349658022281,0.8360454390923513,0.7547039124008671,0.4401475334318784,0.4037946734736795,0.7233583845703568,0.885338824860198,0.1515008352686516,0.96623993906,0.8521413666,0.03382537141,0.04086729512,0.03127399832,0.03712584451,0.321287801,0.7261145705700001,0.07740259171,0.09157928824,0.06401409954,0.07322579622,0.8432293564,0.8636452088,0.03269165382,0.03797454014,0.3984217151,0.7663811235,0.08999360353,0.1106439903,0.6321420291,0.2896289457,0.4029581249,0.4344502389
